TrxID	GeneName	GeneID	DpleGene	MsexGene
PIERAPT00000033116	SPBC26H8.13cspr-4hslU	PIERAPG00000013952	DPOGS203858	Msex2.02559
PIERAPT00000033117	Bambi	PIERAPG00000013953	DPOGS206335	Msex2.00099
PIERAPT00000033125	SLC25A11	PIERAPG00000013956	DPOGS200987	NA
PIERAPT00000033127	Alp-m_4	PIERAPG00000013957	DPOGS215263,DPOGS215259	Msex2.06931,Msex2.06932
PIERAPT00000033130	sip1_2	PIERAPG00000013959	DPOGS209769	Msex2.09871
PIERAPT00000033133	GNPAT	PIERAPG00000013961	DPOGS214639	Msex2.09853
PIERAPT00000033137	CWC27	PIERAPG00000013962	DPOGS206220	Msex2.03864
PIERAPT00000033143	RHBDL3Rhbdl2	PIERAPG00000013963	DPOGS206854	Msex2.01556
PIERAPT00000033147	gabT	PIERAPG00000013964	DPOGS210800	Msex2.04660
PIERAPT00000033148	FBXO9	PIERAPG00000013965	DPOGS204132	Msex2.00757
PIERAPT00000033150	PCYT2_2	PIERAPG00000013966	DPOGS213532	Msex2.02384
PIERAPT00000033151	mvd_2	PIERAPG00000013967	DPOGS204656,DPOGS204657	NA
PIERAPT00000033152	Rbm34	PIERAPG00000013968	DPOGS215326	Msex2.08710
PIERAPT00000033154	ngb_3	PIERAPG00000013969	DPOGS211614	Msex2.07201
PIERAPT00000033158	heatr1	PIERAPG00000013971	DPOGS209046	Msex2.03257
PIERAPT00000033163	Mdr49_3	PIERAPG00000013972	DPOGS213261	Msex2.07270
PIERAPT00000033166	mppe1	PIERAPG00000013973	DPOGS210930	NA
PIERAPT00000033167	CASK_2	PIERAPG00000013974	DPOGS210684	Msex2.12535
PIERAPT00000033171	Tmco1	PIERAPG00000013977	DPOGS214154	Msex2.03173
PIERAPT00000033173	Arp3	PIERAPG00000013979	DPOGS207501	Msex2.06369,Msex2.06370
PIERAPT00000033175	USP46	PIERAPG00000013981	DPOGS211913	Msex2.12869
PIERAPT00000033176	Anpep_2	PIERAPG00000013982	DPOGS209834	Msex2.10159
PIERAPT00000033182	valSsec3	PIERAPG00000013984	DPOGS203226,DPOGS203227	Msex2.00410
PIERAPT00000033183	Ptprs	PIERAPG00000013985	DPOGS212966	NA
PIERAPT00000033186	ERCC1	PIERAPG00000013987	DPOGS208909	Msex2.09330
PIERAPT00000033189	OR14I1	PIERAPG00000013988	DPOGS212009	Msex2.10992
PIERAPT00000033190	ndhH	PIERAPG00000013989	DPOGS204826	Msex2.02479
PIERAPT00000033191	CrebBCrem	PIERAPG00000013990	DPOGS206083	Msex2.09173
PIERAPT00000033199	Arsb_3	PIERAPG00000013992	NA	Msex2.05709
PIERAPT00000033200	rost_6	PIERAPG00000013993	DPOGS215654	Msex2.05448
PIERAPT00000033205	SCARB1_6	PIERAPG00000013995	DPOGS204437	Msex2.04265
PIERAPT00000033206	RpL8_2	PIERAPG00000013996	DPOGS208069	Msex2.11121
PIERAPT00000033207	THSD7A	PIERAPG00000013997	DPOGS200340	Msex2.05351
PIERAPT00000033212	D2hgdh	PIERAPG00000013998	DPOGS202444	Msex2.13540
PIERAPT00000033214	eff	PIERAPG00000013999	DPOGS200498	Msex2.02974
PIERAPT00000033215	OP3_2	PIERAPG00000014000	DPOGS214795	Msex2.07985
PIERAPT00000033217	ppp1r10	PIERAPG00000014001	DPOGS214217	Msex2.03174
PIERAPT00000033219	prkra-a	PIERAPG00000014002	DPOGS215962	Msex2.12240
PIERAPT00000033223	POK2	PIERAPG00000014005	DPOGS205929	Msex2.11333
PIERAPT00000033227	G110988	PIERAPG00000014007	DPOGS207117	Msex2.01602
PIERAPT00000033231	Sgsm1SGSM2	PIERAPG00000014008	DPOGS207029	Msex2.03603
PIERAPT00000033232	G104053	PIERAPG00000014009	NA	Msex2.05176
PIERAPT00000033234	tyrS1	PIERAPG00000014011	DPOGS214693	Msex2.03000
PIERAPT00000033235	Hpn	PIERAPG00000014012	DPOGS207826	Msex2.02263
PIERAPT00000033237	mon2	PIERAPG00000014013	DPOGS214494	NA
PIERAPT00000033243	IFI30_4	PIERAPG00000014014	DPOGS203834	Msex2.07873,Msex2.07874
PIERAPT00000033245	Cyp6a13Cyp6a2	PIERAPG00000014015	DPOGS202332	Msex2.08108
PIERAPT00000033254	HIP1	PIERAPG00000014018	DPOGS207840	Msex2.02283
PIERAPT00000033256	obg_3	PIERAPG00000014019	DPOGS203426	Msex2.01863
PIERAPT00000033261	Nphs1_5	PIERAPG00000014021	DPOGS214757	Msex2.01251
PIERAPT00000033269	PLEC	PIERAPG00000014022	DPOGS212667	Msex2.06965
PIERAPT00000033274	PNKP	PIERAPG00000014023	DPOGS211254,DPOGS203430	Msex2.01859
PIERAPT00000033278	Ahr	PIERAPG00000014026	DPOGS214844	Msex2.01706
PIERAPT00000033284	GARNL3_2	PIERAPG00000014029	NA	Msex2.12305
PIERAPT00000033290	OSGIN1	PIERAPG00000014032	DPOGS213382	Msex2.09563
PIERAPT00000033292	NAT9	PIERAPG00000014033	DPOGS208723	NA
PIERAPT00000033299	enol-1ptf1a	PIERAPG00000014035	DPOGS212563	Msex2.06012
PIERAPT00000033301	ABCG4ABCG1_2	PIERAPG00000014036	DPOGS207305	Msex2.11695
PIERAPT00000033304	G111294	PIERAPG00000014037	DPOGS209505	NA
PIERAPT00000033305	ABD-A	PIERAPG00000014038	DPOGS210959	Msex2.03724
PIERAPT00000033306	cuedc2	PIERAPG00000014039	DPOGS203188	NA
PIERAPT00000033307	fgfr1op2	PIERAPG00000014040	DPOGS205669	Msex2.06285
PIERAPT00000033308	CG9849	PIERAPG00000014041	DPOGS209152	Msex2.04464
PIERAPT00000033309	CHCB2_7	PIERAPG00000014042	DPOGS206758	Msex2.03817
PIERAPT00000033311	LPSBP_4	PIERAPG00000014043	DPOGS209375	Msex2.13911,Msex2.14625
PIERAPT00000033312	nas-15	PIERAPG00000014044	DPOGS206930	Msex2.05067
PIERAPT00000033315	CG7993_2	PIERAPG00000014045	DPOGS203208	Msex2.06740
PIERAPT00000033316	Dok7	PIERAPG00000014046	DPOGS201006	Msex2.03382
PIERAPT00000033319	PTPDC1	PIERAPG00000014047	DPOGS203540	Msex2.04908
PIERAPT00000033324	CSTF2	PIERAPG00000014048	DPOGS210993	Msex2.07243
PIERAPT00000033327	RPAP2_2	PIERAPG00000014050	DPOGS208771	Msex2.10246
PIERAPT00000033329	cas	PIERAPG00000014051	DPOGS216202	Msex2.01809
PIERAPT00000033331	CEP120	PIERAPG00000014053	DPOGS205398	Msex2.06939
PIERAPT00000033334	KATNB1	PIERAPG00000014055	DPOGS206528	Msex2.07139
PIERAPT00000033344	Fbp2FBP1	PIERAPG00000014057	DPOGS205394	Msex2.11754
PIERAPT00000033347	MYX3	PIERAPG00000014059	DPOGS214905	Msex2.01469
PIERAPT00000033348	OP1_2	PIERAPG00000014060	DPOGS208077	Msex2.09799
PIERAPT00000033349	Ccp84Ab_21	PIERAPG00000014061	DPOGS204976	Msex2.15340,Msex2.08280
PIERAPT00000033350	KCNK9	PIERAPG00000014062	DPOGS208600	Msex2.10006
PIERAPT00000033358	SPON2	PIERAPG00000014066	DPOGS209208	Msex2.00381
PIERAPT00000033369	unc-51	PIERAPG00000014067	DPOGS207801	Msex2.06647
PIERAPT00000033373	GADD45G	PIERAPG00000014069	DPOGS206513	Msex2.07377
PIERAPT00000033374	PebIII_25	PIERAPG00000014070	DPOGS208413	NA
PIERAPT00000033379	atxn7l3	PIERAPG00000014071	DPOGS202701	Msex2.07897
PIERAPT00000033382	naa30	PIERAPG00000014073	NA	Msex2.00500
PIERAPT00000033390	CYP-1	PIERAPG00000014074	NA	Msex2.08974
PIERAPT00000033398	PAPSS	PIERAPG00000014076	DPOGS210128	NA
PIERAPT00000033401	KIAA1549	PIERAPG00000014077	DPOGS200208	Msex2.10911
PIERAPT00000033408	TkR99DGpr83NPY2R	PIERAPG00000014081	DPOGS207962	Msex2.06357
PIERAPT00000033412	odd	PIERAPG00000014082	DPOGS208435	Msex2.04438
PIERAPT00000033414	cps-6_2	PIERAPG00000014083	DPOGS204558	Msex2.09378
PIERAPT00000033417	GrhprgyaR	PIERAPG00000014085	NA	Msex2.05542
PIERAPT00000033422	wol	PIERAPG00000014086	DPOGS200715	Msex2.07123
PIERAPT00000033423	Helq	PIERAPG00000014087	DPOGS204780	Msex2.03995
PIERAPT00000033428	LEB4	PIERAPG00000014088	DPOGS213822	Msex2.01303
PIERAPT00000033432	sen1SETX	PIERAPG00000014091	DPOGS213608	Msex2.02400
PIERAPT00000033439	groS_2	PIERAPG00000014092	DPOGS203327	Msex2.02803
PIERAPT00000033440	Slc7a2_2	PIERAPG00000014093	DPOGS201196	Msex2.04757
PIERAPT00000033443	gpr126	PIERAPG00000014096	DPOGS206048	Msex2.09103
PIERAPT00000033444	AGAP006187_3	PIERAPG00000014097	DPOGS204149	Msex2.06611
PIERAPT00000033445	L3	PIERAPG00000014098	NA	Msex2.03383
PIERAPT00000033446	Rexo1	PIERAPG00000014099	DPOGS212497	Msex2.11425
PIERAPT00000033451	POLQpolA	PIERAPG00000014100	DPOGS208948	Msex2.09318
PIERAPT00000033454	Fsn	PIERAPG00000014102	DPOGS206548	NA
PIERAPT00000033456	sumo3	PIERAPG00000014104	DPOGS212269	Msex2.03266
PIERAPT00000033457	akr2e_13	PIERAPG00000014105	DPOGS207020	Msex2.05098
PIERAPT00000033463	Pdi	PIERAPG00000014107	DPOGS213564	Msex2.02333
PIERAPT00000033464	Hiat1	PIERAPG00000014108	DPOGS212823	Msex2.00898
PIERAPT00000033467	Cyp6a13Cyp6a2_2	PIERAPG00000014110	DPOGS202332	Msex2.08108
PIERAPT00000033470	STARD10	PIERAPG00000014111	DPOGS202824	NA
PIERAPT00000033473	Nfat5	PIERAPG00000014112	DPOGS201864	Msex2.11292
PIERAPT00000033484	G112909	PIERAPG00000014113	DPOGS214628	Msex2.12912,Msex2.12909
PIERAPT00000033486	SLC6A2_2	PIERAPG00000014115	DPOGS212172	Msex2.05016
PIERAPT00000033491	agp_2	PIERAPG00000014116	NA	Msex2.13743
PIERAPT00000033495	Ctnnal1	PIERAPG00000014117	DPOGS203658	Msex2.07882
PIERAPT00000033503	slc25a35_4	PIERAPG00000014118	DPOGS209633	Msex2.12015
PIERAPT00000033519	IIV6-148R	PIERAPG00000014119	DPOGS200488	NA
PIERAPT00000033520	LPP_2	PIERAPG00000014120	DPOGS207523	Msex2.05229
PIERAPT00000033521	G114436	PIERAPG00000014121	DPOGS210732	Msex2.02463
PIERAPT00000033522	Ppt2	PIERAPG00000014122	DPOGS211831	Msex2.10287,Msex2.10116
PIERAPT00000033525	CG14043_2	PIERAPG00000014124	DPOGS203929	Msex2.08250
PIERAPT00000033528	ZNF555ZNF181	PIERAPG00000014125	DPOGS212670	Msex2.04706
PIERAPT00000033531	Dmn_2	PIERAPG00000014127	DPOGS200821	Msex2.06677
PIERAPT00000033532	mdh_4	PIERAPG00000014128	DPOGS214357	Msex2.07602
PIERAPT00000033543	G110218	PIERAPG00000014133	DPOGS210190	Msex2.02149
PIERAPT00000033544	CPB1	PIERAPG00000014134	DPOGS204784	Msex2.04140
PIERAPT00000033557	CG5815	PIERAPG00000014137	DPOGS200717	Msex2.07119
PIERAPT00000033560	ENGASE	PIERAPG00000014138	DPOGS209365	Msex2.09714
PIERAPT00000033566	MED17	PIERAPG00000014139	DPOGS212632	Msex2.02926
PIERAPT00000033572	NSFL1C_2	PIERAPG00000014142	DPOGS208156	Msex2.13678
PIERAPT00000033573	Mal-B2_4	PIERAPG00000014143	DPOGS201306	Msex2.12171
PIERAPT00000033575	osbpl9	PIERAPG00000014144	DPOGS202904	Msex2.12515,Msex2.13981
PIERAPT00000033589	ABCA6_2	PIERAPG00000014148	DPOGS205478	Msex2.08455
PIERAPT00000033592	rep_4	PIERAPG00000014149	DPOGS214959	Msex2.01508
PIERAPT00000033593	GRIN3A	PIERAPG00000014150	DPOGS215853	Msex2.03101
PIERAPT00000033597	cut-1_5	PIERAPG00000014152	DPOGS204485	Msex2.03327
PIERAPT00000033601	flcn	PIERAPG00000014154	DPOGS212974	Msex2.03494
PIERAPT00000033602	bli-3_2	PIERAPG00000014155	DPOGS200803	Msex2.03513
PIERAPT00000033603	Lin37	PIERAPG00000014156	DPOGS200853	NA
PIERAPT00000033604	POLR3H	PIERAPG00000014157	DPOGS204856	Msex2.01054
PIERAPT00000033608	PF13_0198_6	PIERAPG00000014159	DPOGS206950	Msex2.01531
PIERAPT00000033617	Osgepl1_2	PIERAPG00000014163	DPOGS215916	Msex2.04411
PIERAPT00000033619	ctr9	PIERAPG00000014165	DPOGS205269	Msex2.07388
PIERAPT00000033626	CG32251	PIERAPG00000014168	DPOGS211304	Msex2.05251
PIERAPT00000033630	GALK2	PIERAPG00000014171	NA	Msex2.10314
PIERAPT00000033631	gatm	PIERAPG00000014172	DPOGS213504	NA
PIERAPT00000033636	RECQL5Ncor1	PIERAPG00000014174	DPOGS204984	NA
PIERAPT00000033640	TMEM205	PIERAPG00000014176	DPOGS206387	Msex2.00962
PIERAPT00000033643	DENND4A	PIERAPG00000014178	DPOGS202137	Msex2.00715
PIERAPT00000033654	GMPS_2	PIERAPG00000014179	DPOGS209487	Msex2.03467
PIERAPT00000033662	dlst_3	PIERAPG00000014181	DPOGS211519	Msex2.10779
PIERAPT00000033666	GST2_9	PIERAPG00000014182	DPOGS201020	Msex2.15515
PIERAPT00000033667	DIP2	PIERAPG00000014183	DPOGS203995	Msex2.02057
PIERAPT00000033676	METAP1	PIERAPG00000014186	DPOGS206487	Msex2.02900
PIERAPT00000033678	TTPAL_8	PIERAPG00000014188	DPOGS214234,DPOGS214235	Msex2.03197
PIERAPT00000033679	LHCGR_3	PIERAPG00000014189	DPOGS200833	Msex2.07805
PIERAPT00000033689	MT-CYB_2	PIERAPG00000014191	DPOGS207083	NA
PIERAPT00000033695	glmU_5	PIERAPG00000014194	DPOGS215535	Msex2.11186
PIERAPT00000033697	ppkSmyd4DDB_G0284059	PIERAPG00000014195	DPOGS212569	Msex2.03698
PIERAPT00000033701	SCAPER_3	PIERAPG00000014196	DPOGS206407	Msex2.06270
PIERAPT00000033702	BDH1_3	PIERAPG00000014197	DPOGS209267	Msex2.02730
PIERAPT00000033705	cuta	PIERAPG00000014198	DPOGS200119,DPOGS200120	Msex2.02910
PIERAPT00000033706	Recql_3	PIERAPG00000014199	DPOGS200364	Msex2.03532
PIERAPT00000033707	TDH	PIERAPG00000014200	DPOGS214109,DPOGS214110	Msex2.02013
PIERAPT00000033711	PSAP	PIERAPG00000014201	DPOGS200483	Msex2.02971
PIERAPT00000033713	BLVRB_2	PIERAPG00000014202	DPOGS212873	Msex2.00873
PIERAPT00000033721	EIF1AX	PIERAPG00000014206	DPOGS206057	Msex2.01256
PIERAPT00000033724	rmi1	PIERAPG00000014208	DPOGS205314	Msex2.12225
PIERAPT00000033727	GNB1L	PIERAPG00000014209	DPOGS214536	Msex2.00341
PIERAPT00000033731	wdhd1_2	PIERAPG00000014210	DPOGS215634	NA
PIERAPT00000033732	CUO6_8	PIERAPG00000014211	DPOGS202779	Msex2.06409
PIERAPT00000033736	CCT8_2	PIERAPG00000014212	DPOGS203217	Msex2.11925
PIERAPT00000033737	PBCB	PIERAPG00000014213	DPOGS208742	Msex2.04121
PIERAPT00000033738	Thap2_3	PIERAPG00000014214	DPOGS203104	Msex2.01965
PIERAPT00000033741	GST1_8	PIERAPG00000014216	DPOGS208312	Msex2.11863
PIERAPT00000033743	Ik	PIERAPG00000014218	DPOGS206972	Msex2.01535
PIERAPT00000033751	Gfi1	PIERAPG00000014222	DPOGS211808	Msex2.08495
PIERAPT00000033752	ZFP62	PIERAPG00000014223	DPOGS203244	Msex2.13823
PIERAPT00000033753	RRAGD_2	PIERAPG00000014224	DPOGS201763	Msex2.06507
PIERAPT00000033756	Odc1_2	PIERAPG00000014226	DPOGS203555	Msex2.04929
PIERAPT00000033760	OAR_2	PIERAPG00000014228	DPOGS205267	Msex2.00182
PIERAPT00000033762	zmpB_3	PIERAPG00000014230	DPOGS212672	Msex2.04711
PIERAPT00000033767	Cdc27	PIERAPG00000014231	DPOGS213547	Msex2.02358
PIERAPT00000033770	Harbi1_3	PIERAPG00000014232	NA	Msex2.05675
PIERAPT00000033771	G112468	PIERAPG00000014233	DPOGS210049	Msex2.11687
PIERAPT00000033773	Ect2_2	PIERAPG00000014234	DPOGS204307	Msex2.06215
PIERAPT00000033791	SLC26A11_6	PIERAPG00000014236	DPOGS201162	Msex2.10758
PIERAPT00000033796	EPS15L1	PIERAPG00000014238	DPOGS210526	Msex2.08394
PIERAPT00000033797	ovch2	PIERAPG00000014239	DPOGS201126	NA
PIERAPT00000033799	G114496	PIERAPG00000014240	DPOGS205676	Msex2.07979
PIERAPT00000033802	CCDC86	PIERAPG00000014242	DPOGS201777	NA
PIERAPT00000033803	recOPU1	PIERAPG00000014243	DPOGS207827	Msex2.02265
PIERAPT00000033805	Coq9	PIERAPG00000014244	DPOGS207280	NA
PIERAPT00000033807	AMPD2	PIERAPG00000014246	DPOGS212862	Msex2.00889
PIERAPT00000033823	Def_3	PIERAPG00000014247	DPOGS211227	Msex2.06539
PIERAPT00000033824	ATAD5	PIERAPG00000014248	DPOGS204882	Msex2.10325
PIERAPT00000033825	FAM49A	PIERAPG00000014249	DPOGS213298	Msex2.02328
PIERAPT00000033826	Rpa2	PIERAPG00000014250	DPOGS211258	Msex2.01854
PIERAPT00000033831	Cyp4c3CYP4C1	PIERAPG00000014252	DPOGS201061	Msex2.02933,Msex2.02935
PIERAPT00000033834	G104949	PIERAPG00000014254	DPOGS211364	Msex2.00448
PIERAPT00000033835	G111843	PIERAPG00000014255	DPOGS206679	Msex2.00532,Msex2.00534
PIERAPT00000033836	RpL10	PIERAPG00000014256	DPOGS212411	Msex2.04514
PIERAPT00000033840	CG10795	PIERAPG00000014259	DPOGS209270	Msex2.02728
PIERAPT00000033842	PPB	PIERAPG00000014260	DPOGS210009	Msex2.08463
PIERAPT00000033843	4cl3	PIERAPG00000014261	DPOGS205142	NA
PIERAPT00000033847	RnrS_2	PIERAPG00000014262	DPOGS202217	Msex2.07698
PIERAPT00000033849	NPC2_5	PIERAPG00000014263	DPOGS202315	Msex2.05298
PIERAPT00000033850	kynB	PIERAPG00000014264	DPOGS210953	Msex2.00612
PIERAPT00000033853	TGOLN2	PIERAPG00000014266	DPOGS205963	Msex2.00567
PIERAPT00000033854	Acads	PIERAPG00000014267	DPOGS212770	Msex2.12799
PIERAPT00000033856	F9_4	PIERAPG00000014269	NA	Msex2.11837,Msex2.14318
PIERAPT00000033865	Pu	PIERAPG00000014271	DPOGS212548	NA
PIERAPT00000033866	SORCS2	PIERAPG00000014272	DPOGS204988	Msex2.08260
PIERAPT00000033870	FDH1Phldb1	PIERAPG00000014274	DPOGS212541	Msex2.12812
PIERAPT00000033878	G112248	PIERAPG00000014276	DPOGS213223	NA
PIERAPT00000033879	PTPRK	PIERAPG00000014277	DPOGS210446	NA
PIERAPT00000033882	G105204	PIERAPG00000014278	DPOGS211138	Msex2.09258
PIERAPT00000033885	Sugt1	PIERAPG00000014279	DPOGS200460	Msex2.10432
PIERAPT00000033889	Nrp2	PIERAPG00000014281	DPOGS214576	Msex2.11021
PIERAPT00000033890	TOLLIP	PIERAPG00000014282	DPOGS216101	Msex2.11537
PIERAPT00000033895	VKT2argF	PIERAPG00000014286	DPOGS206279	Msex2.05818
PIERAPT00000033903	SH3D21	PIERAPG00000014288	DPOGS214545,DPOGS214546	Msex2.02134
PIERAPT00000033906	PPP2R1A	PIERAPG00000014289	DPOGS200794	Msex2.12443
PIERAPT00000033911	Ppp1r9a	PIERAPG00000014290	DPOGS207264	Msex2.06131
PIERAPT00000033914	Src64B	PIERAPG00000014291	DPOGS207312	Msex2.05518
PIERAPT00000033915	anon-3B1.2_19	PIERAPG00000014292	DPOGS208745	Msex2.04117
PIERAPT00000033916	Npc1	PIERAPG00000014293	DPOGS207873	Msex2.00473
PIERAPT00000033917	ZCCHC11leuS2trpE	PIERAPG00000014294	DPOGS200253	NA
PIERAPT00000033925	ARID2	PIERAPG00000014295	DPOGS206164	Msex2.03528
PIERAPT00000033933	CG7457	PIERAPG00000014296	DPOGS207311	Msex2.05519
PIERAPT00000033944	rpoB_5	PIERAPG00000014297	DPOGS203068	NA
PIERAPT00000033945	cops3	PIERAPG00000014298	DPOGS215978	Msex2.10506
PIERAPT00000033946	ARV1	PIERAPG00000014299	DPOGS209293	Msex2.04006
PIERAPT00000033947	Dab	PIERAPG00000014300	DPOGS215936	Msex2.08741
PIERAPT00000033961	CIZ1	PIERAPG00000014302	DPOGS203674	Msex2.00242
PIERAPT00000033964	POU2F3nub	PIERAPG00000014303	DPOGS202866	Msex2.11095
PIERAPT00000033968	TSPAN7_2	PIERAPG00000014305	DPOGS212450,DPOGS212451	Msex2.11091
PIERAPT00000033969	HMCN1_9	PIERAPG00000014306	DPOGS209682	NA
PIERAPT00000033970	RFa	PIERAPG00000014307	DPOGS213791	Msex2.00020
PIERAPT00000033971	G105169	PIERAPG00000014308	DPOGS209894	Msex2.12988
PIERAPT00000033973	RIMBP2	PIERAPG00000014310	DPOGS206932	Msex2.05070
PIERAPT00000033974	l(2)k12914	PIERAPG00000014311	DPOGS209890	Msex2.10696
PIERAPT00000033977	MYO18A_7	PIERAPG00000014312	NA	Msex2.05082
PIERAPT00000033979	G109915	PIERAPG00000014314	DPOGS204017	Msex2.07026,Msex2.07025,Msex2.07027,Msex2.07029
PIERAPT00000033986	CG7787	PIERAPG00000014319	DPOGS212671	Msex2.04710
PIERAPT00000033988	rpoB_6	PIERAPG00000014321	DPOGS209186	Msex2.04469
PIERAPT00000033995	slc25a30	PIERAPG00000014325	DPOGS201901	Msex2.06923
PIERAPT00000033996	cpg-2_2	PIERAPG00000014326	DPOGS208813	Msex2.04890
PIERAPT00000033998	glmUfs(1)Ya	PIERAPG00000014327	DPOGS208003	Msex2.14429
PIERAPT00000034001	opuCCadk	PIERAPG00000014328	NA	Msex2.14677
PIERAPT00000034003	Usp5_2	PIERAPG00000014329	DPOGS210564	NA
PIERAPT00000034004	Mecr	PIERAPG00000014330	DPOGS216075	NA
PIERAPT00000034006	POLR3C_2	PIERAPG00000014331	DPOGS205979	Msex2.10559
PIERAPT00000034008	not3	PIERAPG00000014332	DPOGS200865	Msex2.13159
PIERAPT00000034011	Gtf2h2	PIERAPG00000014333	DPOGS206449	Msex2.00163
PIERAPT00000034014	Cndp2	PIERAPG00000014334	DPOGS204431	Msex2.06873
PIERAPT00000034022	DNApol-alpha73POLA2	PIERAPG00000014336	DPOGS204200	Msex2.11737
PIERAPT00000034029	Gsx1	PIERAPG00000014337	DPOGS209211	Msex2.00378
PIERAPT00000034032	Picot_17	PIERAPG00000014338	DPOGS201202	Msex2.04767
PIERAPT00000034034	GELS_2	PIERAPG00000014339	DPOGS204919	Msex2.13360
PIERAPT00000034036	ABCG5	PIERAPG00000014340	DPOGS210042	Msex2.10847
PIERAPT00000034038	S_3	PIERAPG00000014341	DPOGS215559	Msex2.04389
PIERAPT00000034047	VSTM2L	PIERAPG00000014348	NA	Msex2.06614
PIERAPT00000034049	mafASMTL	PIERAPG00000014350	DPOGS210137	Msex2.00257
PIERAPT00000034055	ATP5L_3	PIERAPG00000014351	DPOGS204507	Msex2.13364
PIERAPT00000034056	Acox3_2	PIERAPG00000014352	DPOGS209624	Msex2.13379
PIERAPT00000034067	Dera	PIERAPG00000014356	DPOGS205757	Msex2.04386
PIERAPT00000034070	hse1_2	PIERAPG00000014358	DPOGS213907	NA
PIERAPT00000034071	PME15	PIERAPG00000014359	DPOGS204891	NA
PIERAPT00000034073	Etfb	PIERAPG00000014361	DPOGS214943	Msex2.09465
PIERAPT00000034074	lrrc57_2	PIERAPG00000014362	DPOGS204944	NA
PIERAPT00000034075	CPIJ001621_2	PIERAPG00000014363	DPOGS204597	Msex2.10733
PIERAPT00000034077	CG7506	PIERAPG00000014364	NA	Msex2.02997
PIERAPT00000034080	Calml4	PIERAPG00000014366	DPOGS204920	Msex2.14018
PIERAPT00000034083	ALLT	PIERAPG00000014367	DPOGS213720	Msex2.03473
PIERAPT00000034086	KAT7_2	PIERAPG00000014368	DPOGS202817	NA
PIERAPT00000034088	PRP45	PIERAPG00000014369	DPOGS215103	Msex2.11064
PIERAPT00000034089	Slc30a10	PIERAPG00000014370	DPOGS211947	Msex2.06820
PIERAPT00000034095	LAC_8	PIERAPG00000014374	DPOGS211022	Msex2.00598
PIERAPT00000034097	ZNF189	PIERAPG00000014375	DPOGS206322	Msex2.00092
PIERAPT00000034102	ARL14EP	PIERAPG00000014377	DPOGS215613	Msex2.06993
PIERAPT00000034109	CC2D2A	PIERAPG00000014380	DPOGS210366	Msex2.08934
PIERAPT00000034115	Gycalpha99B	PIERAPG00000014383	DPOGS215506	Msex2.03530
PIERAPT00000034121	GBE1_2	PIERAPG00000014387	DPOGS215494	Msex2.07715
PIERAPT00000034123	EIF3J	PIERAPG00000014388	DPOGS202902	Msex2.10720
PIERAPT00000034124	Cox10	PIERAPG00000014389	DPOGS200178	Msex2.10419
PIERAPT00000034133	oct-1_6	PIERAPG00000014391	DPOGS201106	Msex2.04718
PIERAPT00000034138	Plcg1	PIERAPG00000014394	DPOGS207160	Msex2.01388
PIERAPT00000034143	SPAC1F5.02PDIA5	PIERAPG00000014396	DPOGS209799	Msex2.07184
PIERAPT00000034158	si:dkey-97o5.1slyA	PIERAPG00000014397	NA	Msex2.08873
PIERAPT00000034163	G100709	PIERAPG00000014398	DPOGS206161	NA
PIERAPT00000034168	Wdr81	PIERAPG00000014399	DPOGS200334	Msex2.05357
PIERAPT00000034170	CG2263	PIERAPG00000014400	DPOGS202350	Msex2.09228
PIERAPT00000034171	MDH2	PIERAPG00000014401	DPOGS209764	NA
PIERAPT00000034173	POLG2	PIERAPG00000014402	DPOGS213434	Msex2.01133
PIERAPT00000034179	SMU1	PIERAPG00000014405	DPOGS210562	Msex2.04264
PIERAPT00000034186	Cht2_2	PIERAPG00000014406	DPOGS214915	NA
PIERAPT00000034187	G114167	PIERAPG00000014407	DPOGS213578	Msex2.15506
PIERAPT00000034188	Ada2b	PIERAPG00000014408	DPOGS211311	Msex2.05261
PIERAPT00000034194	Orct_11	PIERAPG00000014409	DPOGS209143	Msex2.00396
PIERAPT00000034197	A4galt_2	PIERAPG00000014410	DPOGS210837	NA
PIERAPT00000034198	ZAN_4	PIERAPG00000014411	DPOGS213856	Msex2.02562
PIERAPT00000034207	TRRAP	PIERAPG00000014413	DPOGS214120	Msex2.01994
PIERAPT00000034220	FucTC_5	PIERAPG00000014415	DPOGS205740	Msex2.05338
PIERAPT00000034224	Spon1SPINT3	PIERAPG00000014416	DPOGS211874	Msex2.06819
PIERAPT00000034229	CSADGADL1	PIERAPG00000014417	DPOGS207306	Msex2.11697
PIERAPT00000034232	ARYA	PIERAPG00000014418	DPOGS216049	Msex2.01690,Msex2.15504
PIERAPT00000034233	clcA	PIERAPG00000014419	DPOGS202825	Msex2.04818
PIERAPT00000034235	Acer	PIERAPG00000014421	DPOGS206216	Msex2.03863
PIERAPT00000034237	Gyc-89Da	PIERAPG00000014423	DPOGS210711	Msex2.02444
PIERAPT00000034240	UBE3B	PIERAPG00000014424	DPOGS212176	NA
PIERAPT00000034244	ARNTLcyc	PIERAPG00000014425	DPOGS203011	Msex2.11848
PIERAPT00000034251	GSPT1	PIERAPG00000014429	DPOGS204333	Msex2.12369
PIERAPT00000034252	A1AT	PIERAPG00000014430	DPOGS204415	Msex2.06848
PIERAPT00000034255	stc_2	PIERAPG00000014432	DPOGS200341	Msex2.05349
